id_festival,nom_manifestation,date_debut,date_fin,site_web,tarif_pass,lieu_principal,codeINSEE,domaine,sous_domaine,nbPassTotal
2075,MONTICULE FESTIVAL,2024-06-19,2024-06-23,www.monticulefestival.com,34,ST Jean de Laur,46270,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,276
2076,MONTJOUX FESTIVAL,2024-07-13,2024-07-15,www.montjouxfestival.com,14,THONON LES BAINS,74281,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,181
2077,Montpellier Danse,2024-06-22,2024-07-06,www.montpellierdanse.com,19,MONTPELLIER,34172,DANSE,DANSE,195
2078,MORTY JAZZ FESTIVAL,2024-07-20,2024-07-22,https://mortyjazz.wordpress.com/,34,MORTEFONTAINE,02528,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",192
2079,MORZINE HARLEY DAYS,2024-07-11,2024-07-14,https://www.morzine-avoriaz.com/morzine-avoriaz-harley-days-2019/,24,MORZINE,74191,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,85
2080,MOSH FEST,2024-05-10,2024-05-11,www.toutafond.com,10,ST JEAN DE VEDAS,34270,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,241
2081,Motocultor,2024-08-16,2024-08-18,www.motocultor-festival.com,12,ST NOLFF,56231,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,84
2082,MOTS ZIK SOUS LES PINS,2024-11-10,2024-11-11,https://www.festival-mots-zik.com,24,ST JACUT LES PINS,56221,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,294
2083,MOZ'AIQUE,2024-07-17,2024-07-21,https://mozaique.lehavre.fr/,31,LE HAVRE,76351,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,69
2084,MUSCADEATH,2024-09-30,2024-09-30,http://muscadeath.fr/,12,Vallet,44212,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,277
2085,Musée Électronique Festival,2024-06-14,2024-06-15,http://www.leperiscope.com/,29,GRENOBLE,38185,MUSIQUES ACTUELLES,ELECTRO,264
2086,MUSES EN TROC,2024-09-08,2024-09-10,www.muses-en-troc.org,19,Le Landreau,44079,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,276
2087,MUSIC EN AVRE,2024-07-21,2024-07-23,,8,ST Lubin des Joncherets,28348,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",80
2088,MUSIC EN VIGNES,2024-07-19,2024-07-21,http://www.musicenvignes.fr/,13,Le Puy Ste Reparade,13080,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,121
2089,MUSIC IN - MUSIC AOUT,2024-08-04,2024-08-06,http://music.tradfrance.com,9,HOERD,67205,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,71
2090,MUSIC TO ROCK THE NATION,2024-05-20,2024-05-20,https://loreille-dauphine.com/,33,PARIS,75101,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,211
2091,MUSICA NIGELLA,2024-05-22,2024-05-26,http://www.musica-nigella.fr/,20,BERCK,62108,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,261
2092,MUSICA(E)L,2024-03-27,2024-04-06,http://caelmjc.com,9,BOURG LA REINE,92014,MUSIQUES ACTUELLES,CHANSON,254
2093,MUSICAL ETE DE SAINT DIZIER,2024-06-30,2024-07-02,https://www.saint-dizier.fr,24,ST DIZIER,52448,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,170
2094,MUSICAL OCEAN,2024-08-25,2024-08-30,http://www.musicalocean.com,25,Lacanau,33214,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,151
2095,MUSICALARUE,2024-08-15,2024-08-17,www.musicalarue.com,21,LUXEY,40167,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,207
2096,MUSICALARUE SUR UN PLATEAU,2024-05-11,2024-05-11,www.musicalarue.com,11,LUXEY,40167,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,277
2097,MUSICALES D'AUTOMNE EN HAUTE BIEVRE,2024-11-10,2024-12-03,www.musique-et-patrimoine-hb.fr,22,Bievres,02088,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,105
2098,MUSICALES EN COTE CHALONNAISE,2024-08-17,2024-08-20,https://www.musicales-cote-chalonnaise.fr/,20,Buxy,71070,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,134
2099,MUSICAL'ÉTÉ (ANNEMASSE),2024-07-07,2024-09-02,www.annemasse.fr,14,ANNEMASSE,74012,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,61
2100,MUSICALIES EN SOLOGNE,2024-05-03,2024-05-05,http://www.ucps.fr/musicaliesensologne.html,15,Pierrefitte Sur Sauldre,41176,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,238
2101,MUSICAVES,2024-06-28,2024-07-02,www.lesmusicaves.fr,29,MELLECEY,71292,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,83
2102,Musiciennes à Ouessant,2024-08-06,2024-08-10,http://www.musiciennesaouessant.com/,19,OUESSANT,29155,MUSIQUES CLASSIQUES,MUSIQUE CONTEMPORAINE,192
2103,MUSI'COLORS,2024-05-25,2024-05-26,musi-colors.com,28,CHASSE SUR RHONE,38087,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,174
2104,MUSICORA,2024-05-03,2024-05-05,http://musicora.com,14,BOULOGNE BILLANCOURT,92012,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,287
2105,MUSIK A PILE,2024-06-06,2024-06-08,www.musikapile.fr,11,ST DENIS DE PILE,33393,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,241
2106,MUSIK FABRIK - XERPILS FESTIVAL,2024-10-27,2024-10-29,www.musikfabrik.fr,16,Xertigny,88530,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,291
2107,MUSIKAIR,2024-07-07,2024-07-08,http://musikair.apps-1and1.net/,30,MONTARGIS,45208,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,285
2108,MUSIKS A MANOSQUE,2024-07-20,2024-07-21,www.culturedlva.fr,19,MANOSQUE,04112,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,143
2109,Musilac,2024-07-13,2024-07-16,www.musilac.com,13,AIX LES BAINS,73008,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,186
2110,Musilac Mont Blanc,2024-04-26,2024-04-28,https://www.musilac.com/fr/mont-blanc/,24,CHAMONIX MONT BLANC,74056,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,118
2111,MUSIQUE A LA PREE,2024-06-07,2024-06-10,,12,Segry,36215,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,75
2112,MUSIQUE A L'EUILLE,2024-06-02,2024-06-02,www.mairie-targon.fr/,9,TARGON,33523,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,100
2113,MUSIQUE ACTION,2024-05-15,2024-05-22,www.musiqueaction.com,23,VANDOEUVRE LES NANCY,54547,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,219
2114,MUSIQUE AU CHAMBERTIN,2024-09-22,2024-10-08,www.ot-gevreychambertin.fr,33,GEVREY CHAMBERTIN,21295,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,224
2115,MUSIQUE EN CATALOGNE ROMANE,2024-09-26,2024-10-01,www.musiqueencatalogneromane.com,25,ST GENIS DES FONTAINES,66175,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN,237
2116,Musique en Omois,2024-06-30,2024-08-04,http://www.musique-en-omois.com,22,CHATEAU THIERRY,02168,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,135
2117,MUSIQUE EN PÉRIGORD,2024-08-01,2024-08-13,www.musiqueenperigord.fr,34,ST CYPRIEN,24396,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,239
2118,MUSIQUE ET CULTURE,2024-04-04,2024-04-18,www.printemps-colmar.com,32,COLMAR,68066,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,188
2119,MUSIQUE SOUS LES EMBRUNS,2024-11-11,2024-11-12,www.portenbessin-huppain.fr,12,PORT EN BESSIN HUPPAIN,14515,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,168
2120,MUSIQUES ACTUELLES DES TRUCA TAOULES,2024-08-23,2024-08-25,http://www.truca-taoules.com,13,MONTGAILLARD,11245,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,224
2121,Musiques au pays de Pierre Loti,2024-05-25,2024-06-01,https://www.festival-mppl.com/,26,LA ROCHELLE,17300,TRANSDISCIPLINAIRE,MUSIQUE ET LITTÉRATURE,296
2122,Musiques démesurées,2024-11-07,2024-11-19,http://www.musiquesdemesurees.net,31,CLERMONT FERRAND,63113,MUSIQUES CLASSIQUES,MUSIQUE CONTEMPORAINE,203
2123,MUSIQUES D'ICI ET D'AILLEURS,2024-06-30,2024-07-30,www.musiques-ici-ailleurs.com,25,CHALONS EN CHAMPAGNE,51108,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,254
2124,MUSIQUES EN CHAMPAGNE,2024-08-23,2024-09-02,www.ccgvm.com,20,HAUTVILLERS,51287,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,155
2125,MUSIQUES EN VIVARAIS-LIGNON,2024-08-15,2024-08-28,www.cc-hautlignon.fr,13,TENCE,43268,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,215
2126,MUSIQUES ÉPICÉES,2024-08-04,2024-08-05,www.musiques-epicees.com,23,ST AULAYE,24376,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,165
2127,MUSIQUES ET TERRASSES,2024-07-01,2024-08-12,www.musiques-terrasses.fr,14,VERDUN,55545,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,61
2128,MUSIQUES LIBRES,2024-11-02,2024-11-05,http://www.aspro-impro.fr/,30,BESANCON,25056,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",129
2129,Musiques Métisses,2024-05-31,2024-06-02,www.musiques-metisses.com,20,ANGOULEME,16015,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,196
2130,MUSIQUES METISSES A COLMAR,2024-05-19,2024-05-21,http://lezard.org/category/festival-musiques-metisses/,16,COLMAR,68066,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,272
2131,MUSIQUES VOLANTES,2024-10-28,2024-11-11,www.musiques-volantes.org,33,NANCY,54395,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,245
2132,MUS'ITERRANEE,2024-10-20,2024-10-28,www.laboiteamus.com,13,AIX EN PROVENCE,13001,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,188
2133,MyFrenchFilmFestival,2024-01-19,2024-02-19,https://www.myfrenchfilmfestival.com/fr/,20,PARIS,75101,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,186
2134,MYSTERES DE L'OUEST,2024-07-28,2024-07-31,https://www.belle-ile.com/faire/sortir/festivals-et-theatre/2429836-festival-les-mysteres-de-louest,15,SAUZON,56241,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,126
2135,MYTHOS,2024-03-29,2024-04-07,www.festival-mythos.com,27,ST JACQUES DE LA LANDE,35281,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,185
2136,NAMASTE A ASPRES SUR BUECH,2024-06-09,2024-06-10,http://namasteasso05.wixsite.com,32,ASPRES SUR BUECH,05010,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,63
2137,NAMASTE A BORDEAUX,2024-10-27,2024-10-29,http://namastefestival.canalblog.com/,13,BORDEAUX,33063,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,144
2138,NAME FESTIVAL,2024-05-25,2024-05-25,https://www.lenamefestival.com/portail/,30,LILLE,59350,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,205
2139,NAME FESTIVAL,2024-05-25,2024-05-25,www.lenamefestival.com,11,ROUBAIX,59512,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,201
2140,Nancy Jazz Pulsations,2024-10-11,2024-10-21,www.nancyjazzpulsations.com,33,NANCY,54395,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",253
2141,NANTES METAL FEST,2024-12-07,2024-12-09,http://s707454825.onlinehome.fr/,33,NANTES,44109,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,264
2142,NATURAL GAMES,2024-06-29,2024-07-02,www.naturalgames.fr,10,MILLAU,12145,TRANSDISCIPLINAIRE,SPORT ET MUSIQUES ACTUELLES,157
2143,NAUTIC & MUSIC,2024-10-17,2024-10-21,www.festival-nautic-music.org,19,BONIFACIO,2A041,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,51
2144,NEMOURS DE JAZZ,2024-04-13,2024-04-13,www.nemours.fr,28,NEMOURS,77333,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",217
2145,NEUVIL'EN JAZZ,2024-07-20,2024-07-23,http://www.neuville-de-poitou.com/Festival-Neuvil-en-Jazz.html,30,NEUVILLE DE POITOU,86177,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",234
2146,NEVERS A VIF,2024-10-21,2024-11-04,http://www.nevers-a-vif.fr/,20,NEVERS,58194,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,169
2147,Newave Festival,2024-08-25,2024-08-27,www.newavefestival.com,11,Seignosse,40296,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,269
2148,NEXT,2024-11-09,2024-12-02,www.nextfestival.eu,10,LILLE,59350,DANSE,DANSE CONTEMPORAINE,169
2149,Nice Classic Live,2024-07-23,2024-08-06,,22,NICE,06088,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,168
2150,NICE JAZZ FESTIVAL,2024-07-18,2024-07-22,,22,NICE,06088,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",62
2151,NIMES METROPOLE JAZZ FESTIVAL,2024-09-22,2024-10-21,http://agglo-jazz.nimes-metropole.fr/,25,NIMES,30189,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",289
2152,NINKASI URBAN WEEK,2024-05-22,2024-05-28,http://nuw.ninkasi.fr/,20,LYON,69381,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,242
2153,NO LOGO BZH,2024-08-11,2024-08-13,www.nologobzh.com,16,ST MALO,35288,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,262
2154,NO LOGO FESTIVAL,2024-08-11,2024-08-13,www.nologofestival.fr,12,FRAISANS,39235,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,100
2155,NOBORDER,2024-12-09,2024-12-17,www.festivalnoborder.com,13,BREST,29019,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,198
2156,NOMADE REGGAE FESTIVAL,2024-08-04,2024-08-06,http://www.nomadereggaefestival.com,21,Frangy,74131,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,244
2157,NORDIK IMPAKT,2024-10-25,2024-10-28,www.nordik.org,18,CAEN,14118,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,161
2158,NORMANDY METAL FEST,2024-06-01,2024-06-01,,19,Louviers,27375,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,207
2159,North Summer Festival,2024-06-24,2024-06-24,,14,LILLE,59350,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,81
2160,NOTES D'ETE A IRANCY,2024-07-17,2024-07-21,https://www.notesmusicales-irancy.com/le-festival,8,Irancy,89202,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,240
2161,NOTES EN VERT,2024-06-07,2024-06-09,https://www.notesenvert.fr/,34,PERIGNY,17274,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,250
2162,NOUVELLE(S) SCENE(S),2024-03-21,2024-03-30,www.nouvelles-scenes.com,30,NIORT,79191,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,241
2163,NOUVELLES VOIX EN BEAUJOLAIS,2024-11-13,2024-11-19,http://www.theatredevillefranche.com,15,VILLEFRANCHE SUR SAONE,69264,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,268
2164,NOVOSONIC,2024-09-20,2024-09-22,http://novosonic.wixsite.com/novosonic9,16,DIJON,21231,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,255
2165,NUIT DU BLUES A CAEN,2024-05-27,2024-05-27,http://www.jazzcaen.com/nuitblue.htm,17,CAEN,14118,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",105
2166,NUIT DU BLUES FESTIVAL,2024-11-24,2024-11-24,www.jazzandblues-leognan.fr,12,LEOGNAN,33238,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",163
2167,Nuits Atypiques,2024-07-02,2024-07-29,www.nuitsatypiques.org,21,Langon,33223,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,224
2168,NUITS CAJUN DE SAULIEU,2024-08-03,2024-08-06,www.bayouprod.com,10,SAULIEU,21584,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,68
2169,NUITS COULEURS,2024-06-26,2024-07-13,www.nuitscouleurs.com,15,GIGNAC,34114,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,77
2170,NUITS DE COARTJAZZ,2024-08-22,2024-08-26,www.coartjazz.fr,13,COARAZE,06043,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",217
2171,NUITS DE LA GUITARE A PATRIMONIO,2024-07-21,2024-07-28,www.festival-guitare-patrimonio.com,22,PATRIMONIO,2B205,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,72
2172,NUITS DE LA TERRASSE ET DEL CATET,2024-08-03,2024-08-09,www.sortieouest.fr,20,THEZAN LES BEZIERS,34310,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,185
2173,NUITS DE L'ALLIGATOR,2024-02-01,2024-02-24,www.nuitsdelalligator.com,13,PARIS,75101,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,156
2174,NUITS DE L'ORANGERIE,2024-07-05,2024-07-07,www.les-nuits-de-lorangerie.fr,12,MONTELEGER,26196,TRANSDISCIPLINAIRE,MUSIQUES ET ARTS VISUELS,102
2175,Nuits de Nacre,2024-06-30,2024-07-02,www.nuitsdenacre.com,35,TULLE,19272,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,173
2176,NUITS D'O,2024-08-24,2024-09-02,www.domaine-do-34.eu,28,MONTPELLIER,34172,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,78
2177,NUITS DU BLUES D'ABBEVILLE,2024-03-15,2024-03-16,www.nuits-du-blues-abbeville.fr,13,ABBEVILLE,80001,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",279
2178,NUITS DU SUD A VENCE,2024-07-20,2024-08-04,www.nuitsdusud.com,18,VENCE,06157,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,93
2179,NUITS MÉTIS,2024-06-23,2024-06-25,www.nuitsmetis.org,17,MIRAMAS,13063,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,68
2180,NUITS MUSICALES DU SUQUET,2024-07-20,2024-07-24,http://www.cannes.com,25,CANNES,06029,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,237
2181,NUITS MUSICALES EN VENDEE ROMANE,2024-07-13,2024-08-10,www.festival-vendee.com,20,FOUSSAIS PAYRE,85094,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,152
2182,Nuits sonores,2024-05-29,2024-06-02,www.nuits-sonores.com,35,LYON,69381,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,158
2183,Ô LES CHOEURS,2024-11-01,2024-11-04,https://elizabethmydear.fr/,16,TULLE,19272,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,133
2184,O LES CHURS Brive,2024-09-15,2024-09-16,https://elizabethmydear.fr/,17,Brive la Gaillarde,19031,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,195
2185,O LES CHURS Tulle,2024-10-26,2024-11-04,https://elizabethmydear.fr/,25,TULLE,19272,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,287
2186,Ô Mauvais Buisson,2024-05-25,2024-05-25,http://www.omauvaisbuisson.fr/,11,MAUMUSSON,44093,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,131
2187,Ocus Pocus,2024-07-20,2024-08-06,http://www.opuspocus.re/,18,ST PAUL,97415,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",269
2188,OFF PARIS,2024-01-19,2024-01-20,http://www.pointephemere.org/event/OFFF-dhiver-ByinrIe6m,12,PARIS,75101,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,234
2189,OFNI,2024-11-16,2024-11-19,www.ofni.biz,14,POITIERS,86194,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,233
2190,OH ! BUGEY,2024-07-20,2024-07-22,https://www.ohbugeyfestival.fr/,10,Oyonnax,01283,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,150
2191,Oh ! Les beaux jours,2024-05-28,2024-06-02,http://ohlesbeauxjours.fr/,34,MARSEILLE,13201,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,134
2192,OH 2,2024-07-07,2024-07-08,,8,ST GERVAIS LES BAINS,74236,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,81
2193,Oh Fun Bak Festival,2024-08-26,2024-08-27,www.ohfunbak.labak.fr,12,Choisy au Bac,60151,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,133
2194,On a marché sur la bulle - Rendez-Vous de la Bande Dessinée d'Amiens,2024-06-01,2024-06-02,http://bd.amiens.com/,21,AMIENS,80021,LIVRE ET LITTÉRATURE,BANDE DESSINÉE,191
2195,ONZE BOUGE,2024-05-30,2024-06-03,www.festivalonze.org,27,PARIS,75101,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,212
2196,OOOH! LE FESTIVAL,2024-03-01,2024-03-03,https://oooh-lefestival.fr/,23,Mons en Barul,59410,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,114
2197,ORCHESTRES EN FETE,2024-11-23,2024-11-26,www.orchestresenfete.com,28,PARIS,75101,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,230
2198,OREADES TRANCE FESTIVAL,2024-05-31,2024-06-01,https://www.facebook.com/OreadesProd/?eid=ARDEqZppp4XF5mWiGoaYVkq6DRCC3FQDTp980moXYHuL7OWzr9xfyf-FeHnYWEXjBklWHWZZkUe-60bj,16,PARIS,75101,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,233
2199,OREILLES EN POINTE,2024-11-08,2024-11-18,www.oreillesenpointe.com,16,FIRMINY,42095,MUSIQUES ACTUELLES,CHANSON,287
2200,ORIGINES CONTROLEES,2024-10-04,2024-10-07,www.tactikollectif.org,32,TOULOUSE,31555,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,260
2201,ORIZONS,2024-05-16,2024-06-02,www.festival-orizons.fr,9,PERIGUEUX,24322,TRANSDISCIPLINAIRE,ARTS ET  CULTURES DU PROCHE-ORIENT,263
2202,OSE(Z) LA DANSE (ex HIP HOP & CO),2024-10-20,2024-10-22,www.m3q.centres-sociaux.fr/?page_id=738,8,POITIERS,86194,DANSE,DANSES URBAINES,128
2203,Ososphère,2024-09-13,2024-09-22,https://www.ososphere.org/,26,STRASBOURG,67482,TRANSDISCIPLINAIRE,TRANSDISCIPLINAIRE,283
2204,OSTREOID FEST,2024-06-15,2024-06-16,,9,PARIS,75101,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,274
2205,OU SONT LES FEMMES,2024-12-07,2024-12-09,www.le-kfe-quoi.com,28,FORCALQUIER,04088,MUSIQUES ACTUELLES,CHANSON,166
2206,OUAILLE NOTE,2024-09-08,2024-09-09,www.ouaille-note-festival.fr,25,VASLES,79339,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,143
2207,OUEST PARK FESTIVAL,2024-09-20,2024-09-24,www.ouestpark.com,14,LE HAVRE,76351,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,205
2208,OUTBREAK METAL FEST,2024-04-10,2024-04-13,www.theoutbreakfest.com,13,BLOIS,41018,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,111
2209,OUTCH ! EXTREME METAL FESTIVAL,2024-05-24,2024-05-25,,15,LANGRES,52269,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,165
2210,OUTDOORMIX FESTIVAL,2024-06-07,2024-06-10,http://outdoormixfestival.com,35,EMBRUN,05046,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,83
2211,OUVRE LA VOIX,2024-09-08,2024-09-10,www.rockschool-barbey.com,17,BORDEAUX,33063,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,110
2212,OVERDRIVE,2024-10-14,2024-10-14,,11,CHAULNES,80186,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,228
2213,Page(s de printemps,2024-04-13,2024-04-13,www.pages-paris.com,8,PARIS,75101,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,276
2214,PALAIS EN JAZZ,2024-06-30,2024-07-01,www.palaisenjazz.com,10,COMPIEGNE,60159,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",190
2215,PALMA,2024-04-03,2024-04-07,www.palmafestival.com,24,CAEN,14118,TRANSDISCIPLINAIRE,"EXPOSITIONS, MUSIQUES ACTUELLES",122
2216,Panorama des cinémas du Maghreb,2024-04-02,2024-04-20,http://www.pcmmo.org/,35,PARIS,75101,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,94
2217,PANORAMAS,2024-04-12,2024-04-14,www.festivalpanoramas.com,16,MORLAIX,29151,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,223
